Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Tyrese Maxey,25,PHI,PG,61,61,2334,22.7,.589,.406,.279,0.8,11.2,5.9,29.8,2.6,2.0,9.0,29.9,5.7,2.4,8.1,.167,5.3,0.5,5.8,4.6,AS,maxeyty01
2,Amen Thompson,23,HOU,PG,61,61,2261,18.3,.578,.122,.362,8.7,14.2,11.5,20.6,2.1,1.5,14.0,20.1,4.3,2.9,7.2,.153,1.2,1.0,2.1,2.3,,thompam01
3,Kevin Durant,37,HOU,SF,60,60,2199,20.8,.632,.322,.343,1.7,14.6,8.3,19.6,1.1,2.3,13.5,27.4,5.6,2.4,8.0,.174,4.0,0.0,4.0,3.3,AS,duranke01
4,Mikal Bridges,29,NYK,SF,65,65,2197,16.1,.592,.428,.101,3.4,9.9,6.6,16.6,2.1,2.5,7.6,17.6,4.2,2.8,7.0,.153,1.8,1.6,3.4,3.0,,bridgmi01
5,Toumani Camara,25,POR,PF,65,65,2183,10.6,.561,.660,.164,5.2,12.3,8.7,10.6,1.5,1.1,14.0,16.1,1.2,1.6,2.8,.061,-1.4,-0.4,-1.8,0.1,,camarto01
6,Desmond Bane,27,ORL,SG,63,63,2151,17.0,.606,.350,.267,4.0,9.6,6.8,19.4,1.4,1.2,10.9,23.4,3.8,2.0,5.9,.131,1.7,-0.3,1.3,1.8,,banede01
7,Julius Randle,31,MIN,PF,64,64,2133,19.1,.588,.297,.402,5.7,17.1,11.5,23.8,1.5,0.7,12.7,26.3,4.2,2.5,6.7,.151,1.8,-0.1,1.7,2.0,,randlju01
8,Derrick White,31,BOS,SG,62,62,2123,17.0,.526,.575,.180,3.5,10.6,7.1,23.6,1.7,4.3,9.7,22.9,3.2,2.8,6.0,.135,2.8,1.0,3.8,3.1,,whitede01
9,Scottie Barnes,24,TOR,PF,61,61,2089,19.1,.576,.203,.265,6.6,19.6,13.0,24.0,1.9,4.5,13.9,23.8,2.5,3.5,5.9,.136,1.5,2.1,3.7,3.0,AS,barnesc01
10,Jalen Brunson,29,NYK,PG,60,60,2088,20.0,.581,.373,.286,1.5,9.5,5.4,30.2,1.0,0.3,9.3,30.3,5.3,1.8,7.1,.163,4.1,-1.1,3.0,2.6,AS,brunsja01
11,Brandon Ingram,28,TOR,SF,61,61,2071,16.4,.565,.276,.268,2.6,16.5,9.5,17.7,1.1,2.2,11.3,27.3,1.0,2.5,3.5,.081,0.9,-0.5,0.4,1.3,AS,ingrabr01
12,Jamal Murray,28,DEN,PG,59,59,2061,22.4,.619,.409,.285,1.3,12.2,7.0,33.0,1.3,1.0,10.3,28.6,6.1,1.2,7.3,.171,5.8,-1.5,4.3,3.3,AS,murraja01
13,Jabari Smith Jr.,22,HOU,PF,59,59,2058,13.8,.571,.490,.219,4.9,16.7,10.9,7.2,1.1,2.5,9.0,17.7,2.8,2.5,5.2,.122,-0.4,-0.1,-0.5,0.8,,smithja05
14,Payton Pritchard,28,BOS,PG,63,48,2047,17.4,.578,.516,.131,3.0,10.7,6.9,24.2,1.2,0.3,8.3,21.2,5.0,1.9,6.9,.163,2.5,-0.4,2.1,2.1,,pritcpa01
15,Kon Knueppel,20,CHO,SF,64,63,2039,17.9,.650,.593,.214,4.4,14.3,9.4,16.9,1.1,0.7,12.5,22.4,4.8,1.7,6.5,.154,3.7,-0.5,3.2,2.7,,knuepko01
16,Dyson Daniels,22,ATL,SG,61,61,2032,14.7,.527,.143,.156,7.1,14.3,10.7,24.6,2.7,1.2,14.4,15.9,1.9,2.5,4.5,.105,-1.1,1.4,0.3,1.2,,daniedy01
17,DeMar DeRozan,36,SAC,PF,64,64,2028,17.4,.588,.156,.437,1.5,9.4,5.3,18.7,1.7,0.8,6.6,22.1,4.3,0.4,4.6,.110,0.7,-0.9,-0.2,0.9,,derozde01
18,Nickeil Alexander-Walker,27,ATL,SG,61,54,2021,15.0,.583,.527,.247,2.0,9.5,5.7,16.4,1.7,1.5,11.1,24.1,1.6,1.8,3.4,.081,0.5,-0.9,-0.4,0.8,,alexani01
19,Trey Murphy III,25,NOP,SF,57,57,2019,18.9,.615,.527,.234,3.1,14.2,8.6,16.5,2.1,0.9,9.1,23.1,4.3,1.2,5.5,.131,3.4,-0.8,2.6,2.3,,murphtr02
20,Jalen Johnson,24,ATL,SF,57,57,2005,21.1,.584,.262,.332,4.5,27.8,16.0,34.3,1.8,1.2,14.8,27.3,3.1,2.9,6.0,.143,2.9,1.3,4.2,3.1,AS,johnsja05
21,VJ Edgecombe,20,PHI,SG,57,57,2003,13.1,.535,.433,.180,4.9,12.6,8.7,16.1,2.0,1.4,11.4,19.4,1.1,1.8,3.0,.071,-0.8,-0.1,-0.9,0.5,,edgecvj01
22,Donte DiVincenzo,29,MIN,SG,64,64,1988,13.7,.585,.768,.137,3.4,12.0,7.7,18.2,2.2,1.1,11.9,16.7,2.7,2.4,5.1,.123,0.6,0.9,1.5,1.8,,divindo01
23,Jaden McDaniels,25,MIN,PF,62,62,1986,14.3,.620,.310,.236,3.8,11.1,7.5,12.5,1.6,2.8,13.2,18.2,2.6,2.3,4.9,.118,-0.6,0.5,-0.1,1.0,,mcdanja02
24,Cade Cunningham,24,DET,PG,56,56,1969,21.6,.561,.305,.330,2.8,15.0,8.9,44.1,2.0,2.6,14.4,30.9,3.8,3.2,7.0,.170,4.7,1.3,6.0,4.0,AS,cunnica01
25,Ryan Rollins,23,MIL,PG,61,55,1960,15.6,.569,.432,.141,2.7,13.6,8.2,26.0,2.3,1.3,15.1,23.8,1.0,1.7,2.7,.065,0.2,-0.3,-0.2,0.9,,rolliry01
26,Jaylen Brown,29,BOS,SF,57,57,1955,22.4,.571,.266,.322,3.7,19.1,11.5,26.1,1.5,1.2,12.5,36.3,2.9,2.7,5.6,.137,3.7,-0.2,3.5,2.7,AS,brownja02
27,Immanuel Quickley,26,TOR,PG,60,60,1950,17.0,.584,.526,.236,1.8,12.7,7.2,27.5,1.8,0.2,9.7,21.6,3.6,2.2,5.8,.143,2.1,0.3,2.4,2.2,,quickim01
28,Rudy Gobert,33,MIN,C,61,61,1924,17.8,.677,.010,.656,13.7,26.0,19.9,7.4,1.2,4.6,14.2,12.6,4.1,3.2,7.3,.182,0.1,0.9,1.0,1.5,,goberru01
29,Anthony Edwards,24,MIN,SG,54,54,1920,22.6,.621,.416,.343,2.0,13.7,8.0,17.1,1.9,2.1,10.4,31.5,4.0,2.4,6.4,.161,5.2,0.0,5.2,3.5,AS,edwaran01
30,Miles Bridges,27,CHO,PF,60,60,1904,15.7,.558,.446,.246,3.6,17.2,10.5,16.3,0.9,1.4,8.5,22.7,2.9,1.7,4.7,.118,1.1,-0.5,0.6,1.3,,bridgmi02
31,Karl-Anthony Towns,30,NYK,C,61,61,1903,21.0,.607,.309,.413,10.8,31.6,21.1,13.3,1.4,1.9,13.3,25.6,4.1,3.3,7.4,.186,2.1,0.5,2.5,2.2,AS,townska01
32,James Harden,36,2TM,PG,54,54,1894,21.2,.601,.504,.477,2.2,13.4,8.0,36.6,1.7,1.0,15.2,29.8,4.4,1.5,5.9,.150,4.7,-0.9,3.8,2.8,,hardeja01
32,James Harden,36,LAC,PG,44,44,1559,21.9,.598,.505,.485,2.1,13.4,7.9,37.2,1.8,1.0,14.8,31.3,3.6,1.3,4.9,.151,4.8,-1.0,3.8,2.3,,hardeja01
32,James Harden,36,CLE,PG,10,10,335,17.9,.623,.504,.426,2.9,13.4,8.2,33.7,0.9,1.4,17.7,23.3,0.8,0.3,1.0,.149,4.3,-0.4,3.9,0.5,,hardeja01
33,Alperen Şengün,23,HOU,C,56,56,1884,21.0,.556,.114,.349,10.2,19.3,14.8,28.7,1.9,2.9,15.4,27.2,2.9,2.8,5.8,.147,2.4,1.3,3.7,2.7,AS,sengual01
34,Donovan Mitchell,29,CLE,SG,56,56,1874,23.4,.614,.458,.303,2.4,12.5,7.4,29.1,2.2,0.8,11.5,32.9,4.7,2.1,6.7,.173,5.6,0.0,5.6,3.6,AS,mitchdo01
35,Royce O'Neale,32,PHO,SF,64,59,1871,11.1,.577,.815,.056,2.9,16.2,9.3,13.1,1.9,1.2,14.5,14.4,1.2,2.3,3.4,.088,-0.8,0.9,0.1,1.0,,onealro01
36,Luka Dončić,26,LAL,PG,52,52,1846,27.5,.614,.473,.467,2.3,22.8,12.9,41.1,2.0,1.4,13.2,37.5,5.4,2.1,7.5,.195,7.6,1.0,8.6,5.0,AS,doncilu01
37,Pascal Siakam,31,IND,PF,55,55,1844,18.9,.563,.260,.336,4.6,17.4,10.8,20.4,1.6,1.1,9.3,29.6,1.4,1.4,2.8,.072,2.2,-0.9,1.3,1.5,AS,siakapa01
38,Paolo Banchero,23,ORL,PF,53,53,1843,18.1,.568,.237,.483,3.7,23.8,13.6,22.6,0.9,1.6,13.1,27.5,1.6,2.3,3.9,.103,1.5,0.1,1.6,1.7,,banchpa01
39,Anthony Black,22,ORL,PG,60,40,1841,13.9,.552,.385,.292,2.6,11.4,7.0,18.7,2.3,2.0,13.1,22.0,0.5,2.3,2.8,.073,-1.1,0.6,-0.5,0.7,,blackan01
40,Saddiq Bey,26,NOP,SF,59,51,1823,17.6,.584,.431,.329,5.8,14.5,10.1,11.9,1.4,0.2,5.7,21.4,4.0,0.8,4.7,.124,2.5,-1.9,0.6,1.2,,beysa01
41,Collin Gillespie,26,PHO,PG,63,44,1819,16.4,.595,.672,.111,4.0,11.9,7.8,24.2,2.2,0.7,12.7,19.2,3.4,2.0,5.4,.142,2.7,0.6,3.3,2.4,,gilleco01
42,Onyeka Okongwu,25,ATL,C,58,47,1819,16.4,.599,.440,.220,6.4,20.6,13.4,14.7,1.7,2.9,12.2,20.3,2.1,2.4,4.5,.119,0.1,0.6,0.7,1.2,,okongon01
43,Naji Marshall,28,DAL,SF,61,34,1800,15.8,.608,.261,.380,3.2,13.6,8.5,15.4,1.7,0.3,10.5,19.7,2.6,1.7,4.3,.115,-0.4,0.4,-0.1,0.9,,marshna01
44,Bam Adebayo,28,MIA,C,57,57,1795,18.0,.547,.330,.317,6.8,25.1,15.9,13.4,1.6,1.9,8.9,24.4,1.7,3.0,4.7,.126,1.3,0.7,2.0,1.8,,adebaba01
45,Matas Buzelis,21,CHI,PF,63,63,1793,14.8,.593,.499,.260,3.8,16.6,10.3,11.0,1.1,4.5,13.4,22.2,0.6,1.7,2.3,.061,-0.7,-0.3,-1.0,0.5,,buzelma01
46,Julian Champagnie,24,SAS,SF,64,50,1780,13.5,.619,.764,.223,3.5,18.6,11.3,7.3,1.4,1.4,8.7,15.3,2.4,2.6,5.1,.136,0.9,0.8,1.7,1.7,,champju02
47,Shai Gilgeous-Alexander,27,OKC,PG,53,53,1770,31.2,.665,.226,.472,1.7,12.1,7.1,34.5,2.0,2.3,8.3,33.6,8.9,3.2,12.1,.329,8.9,2.8,11.7,6.1,AS,gilgesh01
48,Andrew Wiggins,30,MIA,SF,57,57,1765,15.3,.579,.393,.190,5.8,11.0,8.4,12.6,1.7,3.0,10.4,20.0,1.8,2.3,4.1,.112,0.9,0.7,1.5,1.6,,wiggian01
49,Wendell Carter Jr.,26,ORL,C,60,60,1764,14.1,.607,.372,.342,7.9,20.6,14.2,10.0,1.3,2.0,11.5,15.5,2.6,2.3,4.9,.133,-1.0,0.6,-0.4,0.7,,cartewe01
50,CJ McCollum,34,2TM,PG,59,43,1764,15.7,.567,.446,.219,2.6,9.6,6.0,19.0,1.2,1.2,9.7,25.5,1.5,0.5,2.0,.055,1.3,-2.2,-0.9,0.5,,mccolcj01
50,CJ McCollum,34,WAS,SG,35,35,1082,15.4,.573,.461,.193,2.2,10.0,6.1,18.2,1.1,0.7,9.2,24.4,1.2,-0.1,1.1,.049,1.2,-2.8,-1.5,0.1,,mccolcj01
50,CJ McCollum,34,ATL,PG,24,8,682,16.2,.558,.425,.257,3.3,8.8,6.0,20.1,1.4,1.8,10.3,27.2,0.4,0.6,0.9,.065,1.3,-1.2,0.1,0.4,,mccolcj01
51,Cooper Flagg,19,DAL,SF,52,52,1755,17.2,.549,.215,.279,3.6,16.6,10.3,19.8,1.7,2.2,10.9,25.7,0.8,2.1,2.9,.079,0.5,0.6,1.2,1.4,,flaggco01
52,A.J. Green,26,MIL,SG,59,58,1752,8.6,.610,.900,.089,1.0,8.3,4.7,8.7,0.8,0.3,9.4,13.4,1.3,0.4,1.7,.046,-2.1,-1.6,-3.7,-0.8,,greenaj01
53,Brandin Podziemski,22,GSW,SG,63,24,1750,14.3,.564,.467,.230,3.7,16.9,10.2,19.5,1.9,0.6,11.9,19.4,1.7,2.0,3.7,.101,-0.3,0.2,0.0,0.9,,podzibr01
54,Max Christie,22,DAL,SG,59,50,1750,11.5,.602,.591,.184,0.9,11.3,6.2,10.2,0.8,0.9,10.4,16.9,1.3,1.2,2.5,.069,-0.6,-0.5,-1.1,0.4,,chrisma02
55,Keyonte George,22,UTA,PG,52,52,1742,18.9,.610,.414,.438,1.4,11.1,6.2,29.0,1.5,0.8,13.8,28.1,3.3,0.1,3.4,.095,3.1,-2.1,1.0,1.3,,georgke01
56,Nikola Vučević,35,2TM,C,60,49,1740,18.2,.577,.331,.118,7.5,24.1,15.9,17.9,1.0,2.1,9.0,21.6,2.6,1.8,4.4,.122,1.6,0.0,1.6,1.6,,vucevni01
56,Nikola Vučević,35,CHI,C,48,48,1480,18.3,.585,.330,.112,7.3,23.5,15.5,18.9,1.0,1.8,9.1,21.7,2.3,1.4,3.7,.119,1.9,-0.1,1.8,1.4,,vucevni01
56,Nikola Vučević,35,BOS,C,12,1,260,17.1,.532,.336,.155,8.5,27.3,18.0,12.3,1.0,3.5,8.6,21.4,0.3,0.4,0.8,.140,-0.4,0.9,0.5,0.2,,vucevni01
57,Russell Westbrook,37,SAC,SF,60,54,1739,15.1,.532,.449,.209,4.8,16.4,10.4,33.9,2.2,0.5,18.7,26.1,-0.6,0.8,0.2,.007,0.6,-1.2,-0.5,0.6,,westbru01
58,Kris Dunn,31,LAC,PG,63,57,1737,11.6,.598,.441,.192,3.3,10.3,6.9,18.5,2.7,0.4,18.1,12.9,1.6,1.6,3.1,.087,-2.1,1.1,-0.9,0.5,,dunnkr01
59,Bub Carrington,20,WAS,PG,63,32,1731,9.2,.532,.589,.149,1.8,12.4,7.0,22.4,1.2,0.7,19.8,17.5,-0.6,0.1,-0.5,-0.015,-2.7,-2.2,-4.9,-1.3,,carrica01
60,De'Aaron Fox,28,SAS,PG,55,55,1727,17.8,.581,.382,.240,1.8,10.7,6.4,30.0,1.9,0.7,12.5,24.9,2.7,2.3,5.0,.138,1.8,0.5,2.3,1.9,AS,foxde01
61,Jaime Jaquez Jr.,24,MIA,SF,60,1,1720,15.4,.563,.171,.264,4.6,14.1,9.4,23.2,1.3,0.9,13.7,22.3,1.5,2.0,3.4,.096,-0.1,0.3,0.2,1.0,,jaqueja01
62,Tim Hardaway Jr.,33,DEN,SG,63,5,1719,13.8,.628,.691,.260,0.8,9.7,5.4,6.7,0.9,0.5,4.6,18.3,3.0,0.6,3.6,.101,1.3,-2.0,-0.7,0.5,,hardati02
63,Duncan Robinson,31,DET,SF,61,61,1705,11.6,.604,.788,.163,1.6,8.7,5.2,9.3,1.0,1.2,6.5,15.6,2.6,1.8,4.5,.126,0.3,-0.1,0.1,0.9,,robindu01
64,Cason Wallace,22,OKC,SG,62,52,1702,12.0,.533,.495,.114,3.5,8.7,6.2,13.0,3.7,1.0,11.2,14.8,0.7,3.5,4.2,.117,-2.2,3.1,0.9,1.3,,wallaca01
65,OG Anunoby,28,NYK,PF,51,51,1690,15.4,.602,.479,.269,4.5,13.2,8.8,9.4,2.6,2.3,12.3,19.9,1.9,2.5,4.4,.126,0.5,1.3,1.8,1.6,,anunoog01
66,Quentin Grimes,25,PHI,SG,57,10,1685,12.7,.595,.564,.318,2.3,11.4,6.7,16.4,1.5,1.2,14.9,18.0,1.5,1.2,2.7,.078,-0.8,-0.6,-1.4,0.3,,grimequ01
67,Jeremiah Fears,19,NOP,PG,66,44,1678,12.6,.514,.288,.229,2.9,13.1,8.0,19.1,2.2,1.4,15.1,24.8,-1.2,1.1,-0.1,-0.004,-2.2,-1.4,-3.7,-0.7,,fearsje01
68,Michael Porter Jr.,27,BRK,SF,51,51,1666,20.1,.595,.507,.236,4.5,21.8,12.7,18.1,1.6,0.7,10.2,30.3,2.0,1.2,3.2,.092,4.4,-1.2,3.1,2.1,,portemi01
69,Nikola Jokić,30,DEN,C,48,48,1659,33.6,.680,.271,.449,10.5,29.6,20.5,50.9,1.9,2.1,15.1,31.5,9.0,2.3,11.3,.328,10.7,3.9,14.6,6.9,AS,jokicni01
70,Nic Claxton,26,BRK,C,57,56,1658,18.2,.597,.032,.411,9.5,19.5,14.2,22.3,1.3,3.8,12.0,17.6,3.2,1.3,4.5,.131,0.7,0.7,1.4,1.4,,claxtni01
71,Derik Queen,21,NOP,C,65,45,1649,16.1,.552,.107,.355,7.1,23.2,15.0,22.3,1.8,3.4,17.8,21.5,0.7,1.7,2.4,.069,-1.2,0.6,-0.7,0.5,,queende01
72,Naz Reid,26,MIN,C,63,2,1646,16.3,.582,.540,.137,5.0,21.5,13.4,13.3,1.8,3.2,11.9,21.8,1.4,2.6,4.0,.116,0.7,1.0,1.7,1.5,,reidna01
73,Chet Holmgren,23,OKC,PF,56,56,1643,21.3,.646,.312,.359,7.3,25.3,16.7,9.0,0.9,6.5,10.7,22.1,3.5,3.8,7.3,.212,2.2,1.6,3.9,2.4,AS,holmgch01
74,Donovan Clingan,21,POR,C,60,60,1636,20.4,.605,.364,.304,17.8,28.0,22.8,11.5,0.9,4.9,10.9,16.3,4.1,2.2,6.3,.184,2.5,0.0,2.5,1.8,,clingdo01
75,Jake LaRavia,24,LAL,PF,64,33,1634,12.4,.576,.478,.286,6.6,11.1,8.9,9.7,2.3,1.6,12.0,15.1,1.6,1.5,3.1,.090,-1.3,0.1,-1.2,0.3,,laravja01
76,Jaylon Tyson,23,CLE,SG,59,39,1633,15.1,.620,.451,.162,7.4,13.5,10.5,11.2,1.4,1.4,12.1,18.7,2.5,1.6,4.0,.119,0.9,-0.5,0.4,1.0,,tysonja01
77,Deni Avdija,25,POR,SF,49,49,1633,20.6,.603,.383,.565,3.5,19.5,11.3,32.0,1.1,1.7,15.8,29.1,3.6,1.5,5.1,.149,4.1,0.3,4.4,2.6,AS,avdijde01
78,Reed Sheppard,21,HOU,SG,63,10,1628,15.8,.565,.586,.104,1.5,10.1,5.9,18.4,2.8,2.3,11.0,21.9,2.3,2.2,4.5,.132,1.3,1.3,2.6,1.9,,sheppre01
79,Jaylen Wells,22,MEM,SG,61,61,1627,11.3,.556,.515,.247,3.6,9.7,6.6,9.0,1.5,0.5,9.1,19.4,0.8,1.0,1.8,.053,-1.9,-1.2,-3.1,-0.5,,wellsja01
80,Myles Turner,29,MIL,C,59,59,1623,14.3,.582,.588,.270,4.7,17.1,11.0,7.7,1.2,5.8,9.9,18.6,1.1,1.6,2.8,.082,-0.6,0.0,-0.6,0.6,,turnemy01
81,Bruce Brown,29,DEN,SG,64,2,1613,10.4,.546,.265,.230,5.5,12.1,9.0,11.4,2.2,0.9,13.9,14.0,0.8,1.3,2.1,.063,-2.8,0.1,-2.7,-0.3,,brownbr01
82,Harrison Barnes,33,SAS,PF,60,49,1611,11.4,.593,.626,.206,3.4,7.9,5.7,10.1,1.2,0.6,9.4,14.8,1.9,1.7,3.6,.106,-0.3,0.0,-0.3,0.7,,barneha02
83,Noah Clowney,21,BRK,PF,57,51,1611,11.5,.562,.634,.361,3.4,14.3,8.6,9.5,1.3,2.3,12.1,20.1,0.4,0.9,1.3,.038,-1.8,-1.3,-3.0,-0.4,,clownno01
84,Stephon Castle,21,SAS,PG,54,53,1602,16.7,.564,.287,.471,4.5,12.8,8.8,33.3,2.1,1.0,17.9,25.1,1.6,2.3,4.0,.119,0.2,0.9,1.1,1.3,,castlst01
85,Devin Booker,29,PHO,SG,48,48,1601,19.7,.578,.316,.435,2.6,10.6,6.5,30.3,1.3,0.8,13.2,31.5,3.1,1.3,4.4,.133,2.6,-1.0,1.7,1.5,AS,bookede01
86,Evan Mobley,24,CLE,PF,49,47,1597,18.9,.582,.283,.343,7.5,21.6,14.5,16.7,1.3,5.3,11.5,22.1,2.3,2.3,4.6,.139,1.5,1.5,2.9,2.0,,mobleev01
87,Kawhi Leonard,34,LAC,SF,49,49,1587,27.8,.623,.352,.338,3.8,18.7,11.5,21.5,3.1,1.4,8.6,33.6,4.8,2.1,6.9,.210,7.2,0.9,8.2,4.1,AS,leonaka01
88,Josh Hart,30,NYK,SF,53,39,1585,15.7,.589,.412,.207,5.0,22.6,13.8,23.3,1.9,1.1,16.2,17.0,2.3,2.4,4.7,.143,0.9,2.1,3.0,2.0,,hartjo01
89,Andrew Nembhard,26,IND,PG,50,50,1572,15.4,.559,.392,.297,1.5,8.5,4.9,36.3,1.4,0.4,14.2,23.9,1.5,0.6,2.2,.066,0.9,-2.2,-1.3,0.3,,nembhan01
90,Jarace Walker,22,IND,PF,63,28,1568,11.2,.535,.486,.255,2.8,19.4,10.8,13.7,1.6,1.2,14.7,20.8,-1.0,1.3,0.3,.009,-2.1,-0.7,-2.9,-0.3,,walkeja02
91,Devin Vassell,25,SAS,SG,51,49,1559,13.0,.570,.565,.164,2.0,11.6,6.9,11.0,1.3,1.2,7.2,18.5,1.6,1.9,3.5,.107,0.2,0.1,0.2,0.9,,vassede01
92,Kyle Kuzma,30,MIL,PF,58,33,1537,14.1,.577,.325,.284,3.8,16.1,10.0,14.7,1.1,1.4,12.1,21.5,1.0,1.0,1.9,.060,-1.1,-1.3,-2.4,-0.1,,kuzmaky01
93,Ace Bailey,19,UTA,SF,57,46,1534,11.0,.527,.424,.097,6.4,9.9,8.1,9.2,1.5,1.9,10.3,20.1,-0.2,0.2,0.0,.000,-2.1,-2.5,-4.6,-1.0,,baileac01
94,Davion Mitchell,27,MIA,PG,54,54,1532,12.0,.570,.399,.135,1.3,7.9,4.6,30.4,1.7,0.5,16.6,13.2,2.0,1.6,3.6,.112,-1.5,0.8,-0.7,0.5,,mitchda01
95,Marcus Smart,31,LAL,SG,54,47,1530,9.8,.544,.604,.271,2.6,9.0,5.9,13.3,2.3,1.3,15.1,15.7,0.3,1.3,1.5,.048,-2.9,0.2,-2.6,-0.2,,smartma01
96,Dillon Brooks,30,PHO,SF,50,50,1530,14.8,.547,.392,.216,2.7,10.7,6.6,9.7,1.7,0.5,8.5,28.9,0.8,1.4,2.2,.069,-0.7,-1.4,-2.0,0.0,,brookdi01
97,LaMelo Ball,24,CHO,PG,55,52,1526,18.8,.532,.570,.140,3.3,16.0,9.8,43.4,2.0,0.7,13.4,31.8,2.2,1.7,3.9,.124,3.9,-0.6,3.4,2.1,,ballla01
98,Rui Hachimura,27,LAL,PF,52,33,1517,11.3,.615,.460,.116,2.5,10.8,6.8,4.4,0.9,1.0,6.8,15.1,1.5,0.8,2.3,.073,-0.7,-1.6,-2.3,-0.1,,hachiru01
99,Luguentz Dort,26,OKC,SF,54,54,1516,8.2,.523,.702,.112,3.4,11.1,7.4,6.1,1.5,1.4,9.1,14.1,0.0,2.4,2.4,.077,-2.8,0.6,-2.2,-0.1,,dortlu01
100,Sion James,23,CHO,SG,65,19,1506,8.0,.541,.615,.295,3.0,13.5,8.4,10.8,1.2,1.2,14.5,10.7,0.9,1.3,2.2,.070,-3.0,0.6,-2.4,-0.2,,jamessi01
101,Moses Moody,23,GSW,SG,59,48,1506,13.5,.603,.682,.203,3.6,10.8,7.2,9.1,1.8,1.9,8.6,18.0,1.7,1.5,3.2,.102,0.2,-0.3,-0.1,0.7,,moodymo01
102,Peyton Watson,23,DEN,SF,49,39,1502,14.5,.600,.338,.331,3.5,14.1,9.0,9.1,1.6,3.6,12.4,20.2,1.0,1.4,2.4,.078,-0.6,-0.5,-1.1,0.4,,watsope01
103,Neemias Queta,26,BOS,C,60,59,1498,19.8,.657,.015,.354,13.2,23.4,18.4,8.2,1.7,5.2,12.5,15.0,3.7,2.8,6.5,.209,0.3,1.8,2.0,1.5,,quetane01
104,John Collins,28,LAC,PF,54,45,1498,16.2,.653,.337,.215,6.3,15.2,10.9,5.5,1.5,2.7,11.5,19.1,2.3,1.4,3.7,.118,0.2,-0.4,-0.2,0.7,,collijo01
105,Keldon Johnson,26,SAS,SF,64,0,1493,17.7,.632,.339,.258,7.8,17.3,12.7,8.4,1.3,0.5,8.2,20.2,3.2,2.0,5.2,.169,1.5,-0.1,1.4,1.3,,johnske04
106,Sam Hauser,28,BOS,PF,61,33,1493,12.2,.585,.849,.029,3.3,13.8,8.6,8.0,1.1,1.3,6.0,15.0,2.2,1.6,3.8,.122,0.6,-0.1,0.6,1.0,,hausesa01
107,Deandre Ayton,27,LAL,C,55,55,1493,18.0,.674,.000,.202,10.7,24.4,17.7,4.7,1.1,3.2,12.1,16.9,2.8,1.6,4.4,.142,-0.2,-0.8,-1.0,0.4,,aytonde01
108,Isaac Okoro,25,CHI,SG,55,55,1480,9.4,.565,.480,.247,4.5,6.3,5.4,7.8,1.2,1.4,8.5,13.7,1.1,0.6,1.7,.056,-3.2,-1.0,-4.2,-0.8,,okorois01
109,Jalen Duren,22,DET,C,53,53,1479,25.1,.662,.000,.488,15.4,26.7,21.1,9.9,1.5,3.0,11.2,23.2,4.8,2.8,7.6,.247,3.8,0.3,4.1,2.3,AS,durenja01
110,Ayo Dosunmu,26,2TM,SG,56,10,1471,16.3,.627,.388,.201,2.7,8.7,5.7,19.6,1.4,0.8,9.9,20.2,2.8,0.9,3.7,.119,1.1,-0.7,0.4,0.9,,dosunay01
110,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.2,.636,.397,.216,3.0,9.1,6.1,20.9,1.4,0.9,10.3,21.1,2.4,0.6,3.0,.123,1.7,-0.9,0.8,0.8,,dosunay01
110,Ayo Dosunmu,26,MIN,SG,11,0,284,12.5,.582,.340,.124,1.2,6.8,4.1,14.2,1.8,0.6,8.1,16.5,0.4,0.3,0.6,.104,-1.3,0.3,-1.0,0.1,,dosunay01
111,Norman Powell,32,MIA,SG,49,49,1470,18.2,.614,.459,.358,1.2,11.1,6.2,13.0,1.9,0.7,10.0,27.5,2.2,1.7,3.9,.128,2.3,0.1,2.4,1.6,AS,powelno01
112,Bobby Portis,30,MIL,PF,61,9,1464,17.0,.595,.397,.088,6.2,23.1,14.8,10.2,1.1,0.8,8.3,22.5,1.6,1.2,2.8,.091,1.5,-1.5,0.0,0.7,,portibo01
113,Moussa Diabaté,24,CHO,C,57,31,1461,17.8,.662,.007,.514,16.5,21.6,19.1,9.6,1.4,3.7,13.0,11.8,3.9,1.9,5.8,.191,0.6,0.8,1.4,1.3,,diabamo01
114,Ausar Thompson,23,DET,SF,57,56,1460,16.5,.545,.048,.348,9.1,16.0,12.6,15.8,3.6,3.3,13.3,17.4,1.3,3.1,4.4,.145,-0.5,3.3,2.8,1.8,,thompau01
115,Victor Wembanyama,22,SAS,C,50,41,1456,28.2,.621,.319,.442,7.3,33.0,20.5,16.1,1.6,9.1,11.5,31.5,3.4,3.8,7.2,.236,5.4,3.8,9.2,4.1,AS,wembavi01
116,LeBron James,41,LAL,SF,44,44,1456,20.5,.587,.286,.329,2.7,16.9,10.0,33.8,1.6,1.8,14.3,28.1,2.3,1.3,3.6,.118,3.3,-0.2,3.1,1.9,AS,jamesle01
117,Jerami Grant,31,POR,PF,49,30,1454,15.8,.601,.462,.464,3.3,9.5,6.4,11.7,1.1,1.9,11.5,24.2,2.4,0.9,3.3,.109,1.1,-1.3,-0.1,0.7,,grantje01
